nfib vfrac angle ratio mu lambda
70 0.56 0.0 2.00 0.4809837209475125 0.62
50 0.4 0.0 2.50 1.8734550670458747 0.62
40 0.32 0.0 2.00 0.5583314984199045 0.62
10 0.08 0.0 1.75 2.1330188557160303 0.62
50 0.4 0.0 1.50 0.5833790366557187 0.62
40 0.32 0.0 1.75 2.45526403798548 0.62
70 0.56 0.0 1.75 1.4425188876306891 0.62
10 0.08 0.0 1.25 0.6475700921538753 0.62
40 0.32 0.0 1.50 0.622754938378625 0.62
30 0.24 0.0 2.25 1.6393145319709652 0.62
70 0.56 0.0 1.00 1.6522599641590825 0.62
20 0.16 0.0 1.50 0.8444270832757896 0.62
10 0.08 0.0 2.25 2.100468255558086 0.62
50 0.4 0.0 2.50 1.1278508432377734 0.62
70 0.56 0.0 1.50 2.0943250822528077 0.62
20 0.16 0.0 2.00 0.751246737533404 0.62
40 0.32 0.0 2.25 2.5094255539957353 0.62
70 0.56 0.0 2.50 2.237403429871453 0.62
60 0.48 0.0 1.75 1.1999881947653868 0.62
60 0.48 0.0 1.00 0.9230212801063946 0.62
60 0.48 0.0 1.75 0.17472042015135908 0.62
40 0.32 0.0 2.50 2.5278131606941634 0.62
20 0.16 0.0 1.75 1.7689644367852826 0.62
70 0.56 0.0 1.00 0.5650592403111007 0.62
60 0.48 0.0 1.50 0.21227150516907975 0.62
50 0.4 0.0 1.25 0.13416560704739772 0.62
70 0.56 0.0 2.25 1.72211238950925 0.62
70 0.56 0.0 1.25 0.3651902198171001 0.62
70 0.56 0.0 1.00 0.8607763010178762 0.62
20 0.16 0.0 1.50 0.8558553534232469 0.62
50 0.4 0.0 1.75 0.3895720096515245 0.62
20 0.16 0.0 1.25 2.4200881181061606 0.62
20 0.16 0.0 2.00 2.494652064528761 0.62
50 0.4 0.0 1.50 2.316165214449799 0.62
40 0.32 0.0 1.00 2.0510490058904063 0.62
30 0.24 0.0 1.50 0.26217122718044306 0.62
60 0.48 0.0 1.00 1.8573105564404708 0.62
60 0.48 0.0 1.00 1.2180687431167965 0.62
70 0.56 0.0 1.00 0.4728321293028276 0.62
70 0.56 0.0 2.50 1.6851710376595375 0.62
10 0.08 0.0 2.25 0.1735662319612548 0.62
40 0.32 0.0 1.75 1.9466190959046075 0.62
50 0.4 0.0 1.00 2.2800662520286976 0.62
30 0.24 0.0 1.00 0.12741033615047687 0.62
10 0.08 0.0 1.00 0.9035433591906589 0.62
20 0.16 0.0 1.50 2.130146191924653 0.62
30 0.24 0.0 1.00 0.3776389100151061 0.62
10 0.08 0.0 2.50 0.162455166412766 0.62
70 0.56 0.0 2.00 2.0955374386793064 0.62
10 0.08 0.0 1.50 0.7113201057952041 0.62
40 0.32 0.0 2.50 0.7120332661001162 0.62
20 0.16 0.0 1.25 0.48936368654745255 0.62
70 0.56 0.0 1.75 0.7777849620680811 0.62
40 0.32 0.0 1.50 1.151482925964339 0.62
50 0.4 0.0 1.00 0.7346165796301447 0.62
20 0.16 0.0 2.00 1.0002863590743178 0.62
50 0.4 0.0 1.75 0.9570756123921355 0.62
30 0.24 0.0 2.25 0.9172715905105739 0.62
10 0.08 0.0 2.25 0.8446429001536402 0.62
10 0.08 0.0 1.25 0.8734315965047721 0.62
50 0.4 0.0 2.25 0.7635112342554359 0.62
60 0.48 0.0 1.00 2.305921226705883 0.62
50 0.4 0.0 2.50 2.4691528496631805 0.62
10 0.08 0.0 2.25 2.2971180438923975 0.62
10 0.08 0.0 1.25 1.0157781297422304 0.62
30 0.24 0.0 2.50 1.6889875214339143 0.62
50 0.4 0.0 1.25 0.8644095642491537 0.62
70 0.56 0.0 2.50 2.084811705504329 0.62
30 0.24 0.0 2.25 2.072084051143182 0.62
10 0.08 0.0 1.75 2.046734501864984 0.62
60 0.48 0.0 1.25 0.37479330309117 0.62
10 0.08 0.0 2.25 2.088792255614317 0.62
60 0.48 0.0 1.25 2.010344124884375 0.62
70 0.56 0.0 2.50 2.26867621967902 0.62
70 0.56 0.0 1.50 0.8912867348634069 0.62
60 0.48 0.0 2.00 0.36434097689948153 0.62
30 0.24 0.0 1.50 0.4967394057922596 0.62
70 0.56 0.0 1.00 1.7489810128611032 0.62
40 0.32 0.0 1.25 1.8502389389319647 0.62
10 0.08 0.0 1.50 0.682749328896385 0.62
50 0.4 0.0 1.00 2.074396118038881 0.62
50 0.4 0.0 1.50 2.3499893360308035 0.62
10 0.08 0.0 1.00 2.51235427954363 0.62
70 0.56 0.0 2.50 2.5427714110100195 0.62
70 0.56 0.0 2.50 1.3649818557028872 0.62
20 0.16 0.0 1.00 1.8158063874948676 0.62
20 0.16 0.0 2.50 0.2894158817365904 0.62
50 0.4 0.0 2.50 2.3079943840480395 0.62
10 0.08 0.0 2.00 2.093650320129485 0.62
30 0.24 0.0 1.50 0.9809830740374171 0.62
60 0.48 0.0 1.00 2.4905227484036008 0.62
20 0.16 0.0 2.50 1.0468939654466867 0.62
40 0.32 0.0 2.00 0.1416805915940765 0.62
20 0.16 0.0 2.50 0.14771506672937126 0.62
30 0.24 0.0 2.25 1.4340536021505557 0.62
60 0.48 0.0 1.25 1.1868221845870577 0.62
10 0.08 0.0 2.00 0.1649139609504476 0.62
20 0.16 0.0 1.50 1.0036094516397907 0.62
20 0.16 0.0 1.25 1.1309446033658912 0.62
60 0.48 0.0 2.25 1.0944288971453267 0.62
10 0.08 0.0 1.25 2.5452941230599984 0.62
30 0.24 0.0 2.00 0.48554131908177256 0.62
40 0.32 0.0 1.75 1.17167540383127 0.62
60 0.48 0.0 2.50 0.7635295377504503 0.62
10 0.08 0.0 1.75 2.4740224927959753 0.62
50 0.4 0.0 1.25 1.5458525336307407 0.62
30 0.24 0.0 1.00 1.825848366296761 0.62
10 0.08 0.0 1.00 1.693044973576625 0.62
70 0.56 0.0 1.50 1.9512365400519134 0.62
40 0.32 0.0 1.50 2.269249335475742 0.62
40 0.32 0.0 1.75 0.7214730947792001 0.62
20 0.16 0.0 1.50 0.6601288383513859 0.62
30 0.24 0.0 2.25 1.5772669018636638 0.62
60 0.48 0.0 2.25 0.6801298647235252 0.62
20 0.16 0.0 1.25 1.891454463364802 0.62
70 0.56 0.0 2.25 1.7274693502671 0.62
10 0.08 0.0 2.00 0.6877450047301592 0.62
30 0.24 0.0 2.50 0.5571192579456294 0.62
20 0.16 0.0 2.25 0.8676749528746251 0.62
10 0.08 0.0 1.75 0.9987733096670668 0.62
20 0.16 0.0 1.75 1.546091822439552 0.62
20 0.16 0.0 1.50 1.9606169249055398 0.62
10 0.08 0.0 1.75 0.891114705218288 0.62
20 0.16 0.0 2.00 1.3309502112167633 0.62
30 0.24 0.0 2.50 1.5312184478485746 0.62
50 0.4 0.0 2.00 0.7546389605391738 0.62
30 0.24 0.0 1.50 1.8494965858477905 0.62
70 0.56 0.0 1.75 1.2213996700551288 0.62
20 0.16 0.0 2.50 1.6937663996165115 0.62
20 0.16 0.0 1.00 1.332533316694729 0.62
50 0.4 0.0 1.00 1.1580514481411832 0.62
10 0.08 0.0 1.50 1.8590922967432995 0.62
10 0.08 0.0 1.25 0.132259342614213 0.62
60 0.48 0.0 1.25 0.29856063013544154 0.62
20 0.16 0.0 2.00 1.5129609702139755 0.62
10 0.08 0.0 2.00 2.0937459619264036 0.62
50 0.4 0.0 2.00 1.476640699971247 0.62
50 0.4 0.0 1.25 1.579592472202788 0.62
70 0.56 0.0 2.25 0.6419818601297768 0.62
70 0.56 0.0 1.00 2.3530364723193484 0.62
70 0.56 0.0 1.75 0.605065714602086 0.62
10 0.08 0.0 1.00 1.7870528061333508 0.62
30 0.24 0.0 1.00 1.0205136435533742 0.62
40 0.32 0.0 1.25 0.6198230575531082 0.62
70 0.56 0.0 1.50 2.1117868057350733 0.62
40 0.32 0.0 2.25 0.3824782244335694 0.62
40 0.32 0.0 2.50 1.9944280995995871 0.62
30 0.24 0.0 1.50 1.2845321482066625 0.62
70 0.56 0.0 1.75 2.426889483456758 0.62
70 0.56 0.0 2.50 1.4476746974981114 0.62
60 0.48 0.0 2.25 1.3857953600489674 0.62
30 0.24 0.0 1.75 2.2405356159611163 0.62
40 0.32 0.0 1.00 1.6851848077469602 0.62
10 0.08 0.0 1.00 0.9079569242703402 0.62
60 0.48 0.0 1.50 0.12757993469680667 0.62
60 0.48 0.0 1.00 0.4376095593724856 0.62
60 0.48 0.0 1.75 1.9877382495184044 0.62
40 0.32 0.0 1.25 2.141347077694874 0.62
20 0.16 0.0 1.25 1.7291357956200801 0.62
40 0.32 0.0 1.00 1.5109615884377707 0.62
70 0.56 0.0 1.00 2.325880961900951 0.62
60 0.48 0.0 2.25 1.8507903709234277 0.62
40 0.32 0.0 1.50 1.2816912462116272 0.62
60 0.48 0.0 2.25 1.8336904504994689 0.62
20 0.16 0.0 2.00 1.6671849130522736 0.62
40 0.32 0.0 1.50 0.1630517624379792 0.62
10 0.08 0.0 1.25 2.067925328855383 0.62
10 0.08 0.0 1.25 1.9290616600661825 0.62
60 0.48 0.0 1.25 1.0495457758226694 0.62
20 0.16 0.0 1.50 1.5373137639761727 0.62
10 0.08 0.0 1.75 0.6806015333744283 0.62
60 0.48 0.0 2.25 2.522166758738614 0.62
40 0.32 0.0 2.00 1.5433391449798168 0.62
40 0.32 0.0 1.50 0.589342661291825 0.62
30 0.24 0.0 2.00 2.525930633872955 0.62
10 0.08 0.0 1.25 2.190392211840759 0.62
60 0.48 0.0 1.00 0.944408290571782 0.62
10 0.08 0.0 2.50 1.7104364619709647 0.62
50 0.4 0.0 1.00 2.386131822853612 0.62
60 0.48 0.0 2.00 1.4706189056868668 0.62
70 0.56 0.0 1.75 1.612673229502901 0.62
40 0.32 0.0 1.00 1.250085573222507 0.62
20 0.16 0.0 2.00 2.5373432677094216 0.62
20 0.16 0.0 2.00 2.387143640159044 0.62
70 0.56 0.0 1.50 0.17116924952633905 0.62
20 0.16 0.0 1.25 1.1996659168495922 0.62
60 0.48 0.0 1.50 0.9342610321498986 0.62
70 0.56 0.0 1.00 0.48330622112448773 0.62
60 0.48 0.0 1.00 0.825738210091449 0.62
20 0.16 0.0 2.50 1.8578284750699954 0.62
20 0.16 0.0 1.00 1.2941993262326386 0.62
50 0.4 0.0 1.75 0.8567132253868018 0.62
70 0.56 0.0 2.25 2.3540344133493614 0.62
50 0.4 0.0 2.50 1.8052057944345983 0.62
40 0.32 0.0 1.75 0.779409214764088 0.62
20 0.16 0.0 2.50 2.0436407329512836 0.62
70 0.56 0.0 1.75 2.5466685463370777 0.62
10 0.08 0.0 1.50 1.8261274531922707 0.62
40 0.32 0.0 1.25 1.2643816999421937 0.62
20 0.16 0.0 1.25 2.0492942804073904 0.62
50 0.4 0.0 2.50 1.405574963252526 0.62
50 0.4 0.0 1.25 1.5087013678231886 0.62
50 0.4 0.0 2.50 2.4673309915872115 0.62
70 0.56 0.0 1.25 2.409698952090724 0.62
70 0.56 0.0 2.50 1.5445214286419648 0.62
70 0.56 0.0 1.00 0.6639590212276524 0.62
10 0.08 0.0 1.25 1.314628719782855 0.62
50 0.4 0.0 2.50 1.168483398051991 0.62
30 0.24 0.0 1.50 0.9122158333912926 0.62
70 0.56 0.0 2.25 1.5799801640730269 0.62
20 0.16 0.0 2.50 0.3337922618215947 0.62
30 0.24 0.0 2.00 0.38537454895863077 0.62
20 0.16 0.0 1.00 2.475797037066056 0.62
30 0.24 0.0 2.00 2.434686293048814 0.62
20 0.16 0.0 2.00 1.0322434627680435 0.62
70 0.56 0.0 1.50 2.5195859374611334 0.62
40 0.32 0.0 1.25 1.8602286191856774 0.62
30 0.24 0.0 1.00 2.3645192226264156 0.62
60 0.48 0.0 2.25 0.9142573701512641 0.62
40 0.32 0.0 1.50 2.1646983355455935 0.62
50 0.4 0.0 2.50 1.5828500493965656 0.62
60 0.48 0.0 2.50 2.1627606288631647 0.62
60 0.48 0.0 1.75 0.3170248023382472 0.62
50 0.4 0.0 2.50 0.9600114208987058 0.62
10 0.08 0.0 2.25 1.1526717642161604 0.62
70 0.56 0.0 1.00 2.0668829981581824 0.62
30 0.24 0.0 2.25 0.6945867599001395 0.62
30 0.24 0.0 1.75 0.11015741481059349 0.62
10 0.08 0.0 1.50 1.0534307328228791 0.62
70 0.56 0.0 2.00 2.3580599870127594 0.62
10 0.08 0.0 2.50 0.4756232479773509 0.62
70 0.56 0.0 1.25 1.9379864371581885 0.62
70 0.56 0.0 1.50 2.4214398994384845 0.62
30 0.24 0.0 1.00 0.7159021341047278 0.62
60 0.48 0.0 1.00 0.48741130720606274 0.62
10 0.08 0.0 2.50 0.9417994618339138 0.62
60 0.48 0.0 1.00 0.8176006864135327 0.62
30 0.24 0.0 2.00 0.7639714567039461 0.62
30 0.24 0.0 2.50 1.2635457005151831 0.62
10 0.08 0.0 1.50 1.4694620936428413 0.62
50 0.4 0.0 2.50 0.1175386212507191 0.62
20 0.16 0.0 2.50 2.166784442513614 0.62
40 0.32 0.0 2.25 0.43501105555642794 0.62
60 0.48 0.0 1.25 1.9684581077395684 0.62
30 0.24 0.0 1.25 0.3038055427156358 0.62
40 0.32 0.0 1.25 1.9716873034374809 0.62
40 0.32 0.0 1.75 0.9915865381220634 0.62
60 0.48 0.0 2.25 0.6937938704464721 0.62
10 0.08 0.0 2.25 1.9591151824798367 0.62
70 0.56 0.0 1.25 0.2386452780656369 0.62
50 0.4 0.0 2.25 1.2005978097980734 0.62
20 0.16 0.0 1.50 2.3072211626385797 0.62
30 0.24 0.0 1.50 2.323034257431648 0.62
10 0.08 0.0 2.00 1.249821405713546 0.62
50 0.4 0.0 2.50 2.136398075913383 0.62
50 0.4 0.0 2.50 1.7369982251799267 0.62
70 0.56 0.0 2.50 0.7426759958902128 0.62
60 0.48 0.0 1.00 0.9773029771464664 0.62
60 0.48 0.0 1.25 2.3728113093288035 0.62
50 0.4 0.0 1.50 2.2613838308131036 0.62
70 0.56 0.0 2.50 2.446273326261068 0.62
30 0.24 0.0 2.50 0.6434860613362229 0.62
20 0.16 0.0 1.50 0.4712982723915913 0.62
50 0.4 0.0 1.25 0.4036503490638099 0.62
10 0.08 0.0 2.50 1.2720655529052158 0.62
40 0.32 0.0 1.50 0.7321695517687736 0.62
50 0.4 0.0 1.00 2.4188896053331876 0.62
30 0.24 0.0 2.50 1.3038271472498062 0.62
70 0.56 0.0 1.75 1.866741705394395 0.62
50 0.4 0.0 1.00 2.540776587349031 0.62
20 0.16 0.0 2.50 1.167706844408677 0.62
10 0.08 0.0 2.00 0.15454467563167407 0.62
10 0.08 0.0 1.50 0.13896866928138557 0.62
40 0.32 0.0 2.00 1.2567127434821381 0.62
30 0.24 0.0 2.25 1.6639210376575784 0.62
20 0.16 0.0 2.25 0.36038038708142983 0.62
20 0.16 0.0 1.25 0.6397217309528818 0.62
20 0.16 0.0 1.00 1.9011269304593836 0.62
40 0.32 0.0 2.00 1.847737014269736 0.62
70 0.56 0.0 2.00 2.4530284559617415 0.62
30 0.24 0.0 2.50 1.892300716834575 0.62
60 0.48 0.0 1.75 2.1584336363094128 0.62
60 0.48 0.0 1.75 1.5567405775913572 0.62
10 0.08 0.0 2.50 1.7715173084122577 0.62
50 0.4 0.0 2.50 1.8420755654097551 0.62
30 0.24 0.0 2.00 0.5318900548315993 0.62
60 0.48 0.0 2.00 1.0368648263504945 0.62
10 0.08 0.0 2.25 1.078203349086278 0.62
40 0.32 0.0 2.50 1.0497242962108375 0.62
50 0.4 0.0 1.50 0.5605595256119339 0.62
20 0.16 0.0 1.75 1.13844565720483 0.62
60 0.48 0.0 1.25 1.9085711287482907 0.62
60 0.48 0.0 1.75 2.52581407463275 0.62
30 0.24 0.0 1.50 0.27051128791677537 0.62
40 0.32 0.0 1.25 2.188787444014325 0.62
50 0.4 0.0 1.50 2.0230669398824963 0.62
60 0.48 0.0 1.00 1.275415700696077 0.62
50 0.4 0.0 2.00 0.830377491121644 0.62
70 0.56 0.0 1.50 1.2851025394728317 0.62
60 0.48 0.0 2.25 1.0637973034263215 0.62
10 0.08 0.0 1.50 2.3044520864482716 0.62
10 0.08 0.0 1.50 0.7874706479206511 0.62
70 0.56 0.0 1.00 0.3336210419909842 0.62
30 0.24 0.0 1.00 1.337039417998829 0.62
50 0.4 0.0 1.50 0.5371731319709714 0.62
70 0.56 0.0 1.00 0.6685263659559174 0.62
40 0.32 0.0 2.00 1.8100931523997492 0.62
60 0.48 0.0 1.75 2.2689470430247685 0.62
20 0.16 0.0 2.00 2.296430071996585 0.62
40 0.32 0.0 1.00 2.0770918296511667 0.62
10 0.08 0.0 2.25 2.028667619694248 0.62
40 0.32 0.0 2.50 2.0886429378122977 0.62
10 0.08 0.0 1.75 0.8965278915379388 0.62
40 0.32 0.0 2.00 1.6218064265617462 0.62
20 0.16 0.0 1.00 0.5465352237185315 0.62
70 0.56 0.0 1.25 2.1892775512781752 0.62
30 0.24 0.0 1.25 2.4467855194456956 0.62
40 0.32 0.0 2.25 0.720348518996796 0.62
20 0.16 0.0 1.00 0.27197357451485815 0.62
20 0.16 0.0 2.25 1.887698633051588 0.62
60 0.48 0.0 2.50 2.3469510901095036 0.62
30 0.24 0.0 2.25 2.166785832139617 0.62
50 0.4 0.0 1.50 0.13399196553746906 0.62
10 0.08 0.0 1.00 1.1567969361924353 0.62
40 0.32 0.0 1.25 1.0699479962273122 0.62
70 0.56 0.0 1.50 1.133617615936839 0.62
70 0.56 0.0 1.00 0.44529649467253374 0.62
60 0.48 0.0 1.75 1.9655118309129342 0.62
10 0.08 0.0 2.25 1.797137914601936 0.62
30 0.24 0.0 1.25 1.599753696897025 0.62
10 0.08 0.0 1.75 2.3759719615781236 0.62
20 0.16 0.0 2.25 1.8533442005129444 0.62
50 0.4 0.0 1.00 0.8928837239672192 0.62
60 0.48 0.0 1.00 2.0996774748220712 0.62
40 0.32 0.0 2.50 2.420330328457775 0.62
70 0.56 0.0 2.00 0.496971722530576 0.62
50 0.4 0.0 1.25 1.3969394231658145 0.62
10 0.08 0.0 2.50 2.009825712370658 0.62
10 0.08 0.0 2.25 0.9779589277019297 0.62
70 0.56 0.0 1.50 1.0045633059992434 0.62
60 0.48 0.0 1.25 1.818471265489616 0.62
40 0.32 0.0 2.50 1.4559555492248664 0.62
50 0.4 0.0 2.25 1.6264812142810634 0.62
20 0.16 0.0 1.00 0.6045174678902402 0.62
50 0.4 0.0 1.25 1.6765206959729388 0.62
10 0.08 0.0 1.75 1.3164979443669236 0.62
10 0.08 0.0 1.75 1.7101838472457933 0.62
20 0.16 0.0 1.75 0.81928554518929 0.62
30 0.24 0.0 2.25 0.4478126336926773 0.62
40 0.32 0.0 2.25 2.150354646314955 0.62
30 0.24 0.0 1.25 0.379035359904491 0.62
70 0.56 0.0 1.75 0.3761352787324723 0.62
20 0.16 0.0 1.25 1.2254180590021733 0.62
40 0.32 0.0 1.75 1.1178328511117197 0.62
70 0.56 0.0 2.50 2.416404163506923 0.62
70 0.56 0.0 1.75 1.1109097316666234 0.62
60 0.48 0.0 2.50 0.8995812001920643 0.62
30 0.24 0.0 1.50 0.8889465783145691 0.62
50 0.4 0.0 1.50 0.7120798104533844 0.62
40 0.32 0.0 1.75 1.9108905508392766 0.62
20 0.16 0.0 2.00 0.17310233030258554 0.62
10 0.08 0.0 1.75 1.6891512388227972 0.62
40 0.32 0.0 1.00 0.2611914904476153 0.62
60 0.48 0.0 2.00 0.6899922803499373 0.62
30 0.24 0.0 1.50 0.32341332187063077 0.62
20 0.16 0.0 1.50 1.9648420218619194 0.62
30 0.24 0.0 1.50 0.6291204345884609 0.62
10 0.08 0.0 2.00 1.767888283067169 0.62
30 0.24 0.0 2.50 1.2644754669771514 0.62
30 0.24 0.0 1.50 2.380637378263707 0.62
30 0.24 0.0 2.50 0.48870815832056347 0.62
50 0.4 0.0 2.50 1.2800601507688303 0.62
30 0.24 0.0 1.50 0.3249959212364584 0.62
10 0.08 0.0 1.75 0.5339684189383391 0.62
60 0.48 0.0 1.25 0.28224126312266185 0.62
10 0.08 0.0 2.50 0.9440955836093224 0.62
40 0.32 0.0 1.00 1.759278337786708 0.62
10 0.08 0.0 1.00 0.7816600930597813 0.62
60 0.48 0.0 1.25 0.8620236297700447 0.62
20 0.16 0.0 2.00 0.23532052926317482 0.62
40 0.32 0.0 1.00 0.8427222281751298 0.62
40 0.32 0.0 1.25 2.1956313116347266 0.62
30 0.24 0.0 1.75 1.4920881035763092 0.62
20 0.16 0.0 2.00 2.476743900350936 0.62
70 0.56 0.0 1.00 1.7958457694223835 0.62
20 0.16 0.0 2.50 0.4268439865209709 0.62
10 0.08 0.0 1.25 0.4945789510988011 0.62
10 0.08 0.0 2.25 1.0590592172493838 0.62
20 0.16 0.0 1.75 0.5251215939701461 0.62
70 0.56 0.0 1.25 0.16810354065285243 0.62
70 0.56 0.0 1.00 0.6628155389390298 0.62
10 0.08 0.0 2.25 1.0859946963001892 0.62
20 0.16 0.0 2.00 1.364161205175489 0.62
40 0.32 0.0 2.50 0.6164551616502489 0.62
60 0.48 0.0 1.50 0.5061955909651811 0.62
10 0.08 0.0 2.25 1.7909926678869306 0.62
20 0.16 0.0 2.00 0.3350233530541601 0.62
30 0.24 0.0 2.50 0.9547116437972698 0.62
20 0.16 0.0 2.00 2.082341081399851 0.62
40 0.32 0.0 1.25 1.2271918357966398 0.62
50 0.4 0.0 1.00 1.6347522981973424 0.62
30 0.24 0.0 2.00 0.6005274419245636 0.62
20 0.16 0.0 2.25 0.33131739089011325 0.62
10 0.08 0.0 1.50 2.490087567867507 0.62
20 0.16 0.0 1.50 1.0012576917647402 0.62
30 0.24 0.0 1.00 1.512743153524855 0.62
20 0.16 0.0 1.75 0.7040417023529029 0.62
40 0.32 0.0 2.25 2.531538884735038 0.62
10 0.08 0.0 2.50 1.488231722022768 0.62
10 0.08 0.0 2.25 1.3670932186508031 0.62
20 0.16 0.0 1.25 2.2597503535967327 0.62
50 0.4 0.0 2.00 0.1311639925021053 0.62
40 0.32 0.0 1.00 1.889635377349321 0.62
60 0.48 0.0 1.00 0.8823726636887248 0.62
70 0.56 0.0 1.50 1.6932063138163718 0.62
50 0.4 0.0 2.00 2.1223885227652 0.62
60 0.48 0.0 1.25 1.1650146535134507 0.62
50 0.4 0.0 1.00 0.4859411104525986 0.62
60 0.48 0.0 2.50 1.270577045724811 0.62
50 0.4 0.0 1.75 0.9098592773018417 0.62
40 0.32 0.0 2.00 0.690845365740319 0.62
70 0.56 0.0 1.00 1.5902794951132235 0.62
70 0.56 0.0 2.25 0.6258098648841969 0.62
60 0.48 0.0 1.25 1.2860566031686624 0.62
70 0.56 0.0 1.00 1.1891043568939406 0.62
50 0.4 0.0 1.25 0.9950253873624382 0.62
50 0.4 0.0 2.00 0.990829788530678 0.62
20 0.16 0.0 2.00 0.6259931945603349 0.62
20 0.16 0.0 1.50 1.0031566234803688 0.62
30 0.24 0.0 2.00 0.4795055799147472 0.62
20 0.16 0.0 1.25 1.8380892060761302 0.62
20 0.16 0.0 1.75 2.120545460641276 0.62
30 0.24 0.0 2.25 0.8021739585420256 0.62
50 0.4 0.0 1.25 1.8287414953848091 0.62
50 0.4 0.0 2.25 2.4119454802066467 0.62
30 0.24 0.0 2.00 0.43404869433237414 0.62
70 0.56 0.0 2.25 1.3054862697685208 0.62
60 0.48 0.0 1.00 1.7116790731487792 0.62
30 0.24 0.0 1.00 1.3808998319205732 0.62
60 0.48 0.0 1.50 0.42123036492723454 0.62
10 0.08 0.0 2.25 1.0888795746484048 0.62
20 0.16 0.0 2.25 1.1115435204879245 0.62
20 0.16 0.0 1.25 1.1566440696298435 0.62
70 0.56 0.0 1.25 0.3935236049086557 0.62
20 0.16 0.0 2.50 0.7335083765147548 0.62
30 0.24 0.0 2.00 1.255079926415738 0.62
10 0.08 0.0 2.50 2.253294405622454 0.62
10 0.08 0.0 2.25 2.0088846555777904 0.62
70 0.56 0.0 1.25 2.0505185575944873 0.62
60 0.48 0.0 1.25 0.11281548122118006 0.62
20 0.16 0.0 2.25 2.1957557523117868 0.62
30 0.24 0.0 2.50 0.5836177248107212 0.62
30 0.24 0.0 1.75 2.3573712660843267 0.62
70 0.56 0.0 1.50 0.3853287702681658 0.62
20 0.16 0.0 2.25 0.34642606821433714 0.62
60 0.48 0.0 1.25 1.117805345957469 0.62
10 0.08 0.0 2.00 2.1341541415552263 0.62
60 0.48 0.0 2.25 1.713598204091454 0.62
10 0.08 0.0 1.50 2.1596958807567788 0.62
40 0.32 0.0 1.00 0.8332890360452574 0.62
20 0.16 0.0 2.50 0.8152344337211559 0.62
70 0.56 0.0 1.00 0.6396151173655158 0.62
40 0.32 0.0 1.50 2.2393753226193875 0.62
10 0.08 0.0 2.00 2.531718123799034 0.62
30 0.24 0.0 1.50 0.40783129022188036 0.62
10 0.08 0.0 1.25 1.3669357374871092 0.62
20 0.16 0.0 1.75 0.9735761502018323 0.62
30 0.24 0.0 1.00 2.047455494139213 0.62
30 0.24 0.0 1.25 2.274432818219896 0.62
30 0.24 0.0 2.00 2.2144137267252484 0.62
10 0.08 0.0 2.00 2.1837030167095595 0.62
50 0.4 0.0 1.75 1.159991127832062 0.62
10 0.08 0.0 1.50 1.962009598953934 0.62
50 0.4 0.0 1.75 0.24938715658492122 0.62
70 0.56 0.0 1.00 0.7068072959256193 0.62
70 0.56 0.0 1.75 1.5600765676139738 0.62
40 0.32 0.0 1.50 0.7588870971485662 0.62
50 0.4 0.0 2.25 2.402516207087149 0.62
60 0.48 0.0 1.75 1.6036124986791342 0.62
70 0.56 0.0 2.25 2.393969025835718 0.62
40 0.32 0.0 1.00 2.418231663011741 0.62
70 0.56 0.0 1.25 1.5727745265077602 0.62
60 0.48 0.0 2.00 2.3939918735626313 0.62
20 0.16 0.0 2.50 1.1923085153590915 0.62
70 0.56 0.0 2.25 0.20070088535261166 0.62
50 0.4 0.0 1.75 0.23496852636285037 0.62
30 0.24 0.0 1.25 0.9479491780704571 0.62
40 0.32 0.0 2.00 0.5903321529839217 0.62
30 0.24 0.0 2.50 2.2893623566706034 0.62
30 0.24 0.0 2.50 0.41807240331184303 0.62
60 0.48 0.0 1.50 1.3665941308100096 0.62
70 0.56 0.0 2.25 2.5182341623654225 0.62
10 0.08 0.0 2.00 2.529468468118067 0.62
50 0.4 0.0 2.25 0.48823239209472846 0.62
20 0.16 0.0 1.50 1.5781275482085784 0.62
10 0.08 0.0 2.50 1.2648399020798147 0.62
40 0.32 0.0 2.25 2.5195116458409066 0.62
20 0.16 0.0 1.25 0.8268058857345519 0.62
60 0.48 0.0 1.00 2.3561338009190584 0.62
50 0.4 0.0 2.25 0.6761392032668969 0.62
20 0.16 0.0 2.50 2.0637246478575095 0.62
30 0.24 0.0 2.50 2.2204603429149894 0.62
10 0.08 0.0 2.25 0.5644565457686344 0.62
60 0.48 0.0 1.75 1.1885093731758258 0.62
50 0.4 0.0 2.25 1.8425221953290307 0.62
10 0.08 0.0 2.25 1.11060554094001 0.62
60 0.48 0.0 1.50 0.36500876961689965 0.62
10 0.08 0.0 1.50 1.980965893418117 0.62
60 0.48 0.0 2.00 1.2932666913507325 0.62
50 0.4 0.0 2.00 0.5536463023239677 0.62
60 0.48 0.0 2.50 0.22759897973556692 0.62
50 0.4 0.0 2.25 1.3766267890755832 0.62
30 0.24 0.0 2.00 0.8175682291037494 0.62
50 0.4 0.0 1.25 2.092943506816682 0.62
20 0.16 0.0 1.75 0.487667408920058 0.62
30 0.24 0.0 1.50 0.14212168497236013 0.62
60 0.48 0.0 2.50 2.32398442117094 0.62
60 0.48 0.0 1.50 1.1245908821324628 0.62
50 0.4 0.0 1.75 2.1917595282256004 0.62
20 0.16 0.0 1.50 1.4980814225777894 0.62
40 0.32 0.0 1.25 2.2584180222757895 0.62
10 0.08 0.0 1.75 2.39906262069375 0.62
